57f567c5-45c2-4e9e-883a-a6bc94e1e975;"8";"Антипатия/симпатия  [Antipathy/sympathy]";"8 круг, очарование";"1 час";"60 футов";"В, С, М";"10 дней";"(пропитанный уксусом кусок квасцов для эффекта антипатии или капля мёда для эффекта симпатии)Это заклинание привлекает или отталкивает выбранных вами существ. Вы выбираете цель в пределах дистанции: либо предмет размером не больше Огромного, либо существо, либо область не больше куба с длиной ребра 200 футов. Затем укажите вид разумных существ, такой как красные драконы, гоблины или вампиры. Вы наделяете цель аурой, которая в течение длительности либо привлекает, либо отталкивает указанных существ. Выберите либо эффект антипатии, либо эффект симпатии:<br>
<b>Антипатия</b>. Эти чары вызывают у выбранных вами существ непреодолимое желание покинуть область и избегать цель. Если такое существо видит цель и оказывается в пределах 60 футов от неё, оно должно преуспеть в спасброске Мудрости, иначе станет испуганным. Существо остаётся испуганным, пока видит цель или находится в пределах 60 футов от неё. Будучи испуганным целью, существо должно тратить своё перемещение на побег в ближайшее безопасное место, откуда оно уже не увидит цель. Если существо отдалится от цели более чем на 60 футов и не сможет её видеть, оно перестаёт быть испуганным, но становится испуганным вновь, если увидит цель или окажется в пределах 60 футов от неё.<br>
<b>Симпатия</b>. Эти чары вызывают у выбранных вами существ непреодолимое желание приблизиться к цели, если они находятся в пределах 60 футов от неё или видят её. Если такое существо видит цель или оказывается в пределах 60 футов от неё, оно должно преуспеть в спасброске Мудрости, иначе оно в каждом своём ходу тратит перемещение на то, чтобы войти в область или прикоснуться к цели. Сделав это, оно уже не может добровольно отойти от цели.<br>
Если цель причиняет урон или как-то иначе вредит указанному существу, существо может совершить спасбросок Мудрости для окончания эффекта, как описано ниже.<br>
<b>Окончание эффекта</b>. Если указанное существо окончит ход за пределами 60 футов от цели или не сможет её видеть, оно совершает спасбросок Мудрости. В случае успеха эффект на существе заканчивается, и оно понимает, что тяга или отвращение были вызваны магией. Кроме того, попавшему под эффект заклинания существу позволяется спасбросок Мудрости каждые 24 часа, пока заклинание активно.<br>
Совершившее успешный спасбросок существо получает иммунитет к эффекту на 1 минуту, после чего снова попадает под его действие.<br>";"волшебник"
a45ff5da-bf0b-4140-a841-ae6d54591886;"3";"Башня Галдера [Galder’s Tower]";"3 круг, вызов";"10 минут";"30 футов";"В, С, М";"24 часа";"(кусочек камня, дерева или иного строительного материала)Вы создаете двухэтажную башню из камня, дерева или подобных прочных материалов. По форме башня может быть круглой или квадратной. Каждый этаж башни имеет высоту 10 футов и площадь до 100 квадратных футов. Перемещаться между этажами можно по простой лестнице через люки. Каждый этаж принимает одну из следующих форм, выбранных вами при произнесении заклинания:<br>

спальня с кроватью, стульями, сундуком и волшебным камином";"волшебник"
0a23c417-2ca3-4873-92d0-9a8eb8e6d3a5;"1";"Безмолвный образ [Silent image]";"1 круг, иллюзия";"1 действие";"60 футов";"В, С, М";"Концентрация, вплоть до 10 минут";"(кусок овечьей шерсти)Вы создаёте образ предмета, существа или другого видимого явления, помещающийся в объеме в куб с длиной ребра 15 футов. Образ появляется в точке, которую вы видите в пределах дистанции, и существует, пока активно заклинание. Это исключительно зрительная иллюзия, не сопровождаемая звуками, запахами и прочими сенсорными эффектами.<br>
Вы можете действием заставить образ переместиться в любое место в пределах дистанции. Пока образ меняет местоположение, вы можете изменять его внешность, чтобы перемещение выглядело естественным. Например, если вы создаете образ существа и перемещаете его, вы можете изменить образ, чтобы казалось, что оно идет.<br>
Физическое взаимодействие с образом даёт понять, что это иллюзия, потому что сквозь него всё проходит. Существа, исследующие образ действием, могут определить, что это иллюзия, совершив успешную проверку Интеллекта (Расследование) против Сл ваших заклинаний. Если существо распознает иллюзию, оно может видеть сквозь неё.<br>";"волшебник"
c4cddcfd-6718-4f92-bb1f-ca90a3fd759f;"4";"Болезненное сияние [Sickening radiance]";"4 круг, воплощение";"1 действие";"120 футов";"В, С";"Концентрация, вплоть до 10 минут";"Из точки, выбранной вами в пределах дистанции, распространяется сфера тусклого зеленоватого света с радиусом 30 футов. Свет огибает углы и существует до тех пор, пока заклинание не закончится.<br>
Если существо впервые за раунд входит в область заклинания или начинает в ней свой ход, оно должно преуспеть в спасброске Телосложения, иначе получит 4к10 урона излучением. Оно также получает одну степень истощения и само начинает испускать тусклый зеленоватый свет в радиусе 5 футов. Этот свет делает невозможным получение преимуществ от невидимости. Свет и любые степени истощения, вызванные этим заклинанием, проходят, когда заклинание оканчивается.<br>";"волшебник(XGE)"
c60daff6-b55d-40c9-9b4c-93143af71c98;"0";"Брызги кислоты [Acid splash]";"Трюк, вызов";"1 действие";"60 футов";"В, С";"Мгновенная";"Вы кидаете кислотный шарик. Выберите одно существо, которое вы видите в пределах дистанции, или два существа, которых вы видите в пределах дистанции, находящихся в пределах 5 футов друг от друга. Цель должна преуспеть в спасброске Ловкости, иначе получит 1к6 урона кислотой.<br>
Урон этого заклинания увеличивается на 1к6, когда вы достигаете 5 уровня (2к6), 11 уровня (3к6) и 17 уровня (4к6).<br>";"волшебник"
84fb6ac4-69fb-4416-b802-7a4b742138d1;"3";"Быстрые друзья [Fast friends]";"3 круг, очарование";"1 действие";"30 футов";"В";"Концентрация, вплоть до 1 часа";"Когда вам нужно убедиться, что что-то сделано, вы не можете полагаться на чьи-то обещания, клятвы или обязательные трудовые договоры. Когда вы произносите это заклинание, выберите одного гуманоида в пределах досягаемости, который может видеть и слышать вас, и который может вас понять. Существо должно преуспеть в спасброске Мудрости или стать очарованным вами на все время действия заклинания. Когда существо очаровано таким образом, оно обязуется выполнять любые распоряжения, которые вы попросите его выполнить в дружеской манере, в меру своих возможностей.<br>
Вы можете дать существу новую задачу, когда предыдущая задача будет завершена, или, если вы решите, завершить действие заклинания. Если ваши распоряжения могут причинить вред очарованному существу или если они противоречат обычной деятельности и желаниям существа, то существо может сделать ещё один спасбросок Мудрости, чтобы попытаться досрочно закончить действие эффекта. Спасбросок делается с преимуществом, если вы или ваши товарищи сражаетесь с этим существом. Если существо умирает, действие заклинания заканчивается.<br>
После окончания действия данного заклинания, существо точно знает, кем оно было очарованно.<br>
<b>На больших уровнях:</b> Когда вы произносите это заклинание, используя ячейку заклинаний 4-го уровня или выше, вы можете нацелиться на одно дополнительное существо для каждого уровня ячейки выше 3-го.<br>";"волшебник"
00a6ed65-5524-4770-abb7-2982200763b7;"4";"Быстрый курьер Галдера [Galder’s Speedy Courier]";"4 круг, вызов";"1 действие";"10 футов";"В, С, М";"10 минут";"(25 зм или минералы равноценной стоимости, расходуемые заклинанием)Вы вызываете Маленького воздушного элементаля в точке в пределах дистанции. Элементаль воздуха бесформенен, почти прозрачен, невосприимчив ко всем типам урона и не может взаимодействовать с другими существами или объектами. Он несёт пустой открытый сундук, внутренние размеры которого составляют 3 фута с каждой стороны. Пока действует заклинание, вы можете положить в сундук столько предметов, сколько поместится. После чего вы можете назвать живое существо, которого вы встречали и видели хотя бы один раз раньше, или любое существо, чья часть тела (прядь волос, кусочек ногтя или иная подобная часть) у вас есть.<br>
Как только крышка сундука закрывается, элементаль и сундук исчезают, а затем снова появляются рядом с целевым существом. Если целевое существо находится на другом плане, или если оно защищено от магического обнаружения или определения местоположения, содержимое сундука снова появляется на земле у ваших ног.<br>
Целевое существо узнает о содержимом сундука до того, как решит, открывать его или нет, и знает, сколько времени осталось до конца заклинания, в течение которого оно может забрать содержимое сундука. Ни одно другое существо не может открыть сундук и забрать его содержимое. Когда заклинание оканчивается или когда всё содержимое сундука изъято, элементаль и сундук исчезают. Элементаль также исчезает, если целевое существо приказывает ему вернуть вам предметы. Когда элементаль исчезает, все предметы, не взятые из сундука, снова появляются на земле у ваших ног.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку заклинания 8-го уровня, вы можете отправить сундук существу, находящемуся на другом плане существования.<br>";"волшебник"
4ea1afac-9570-4b5e-a652-6dfb018ec454;"1";"Ведьмин снаряд  [Witch bolt]";"1 круг, воплощение";"1 действие";"30 футов";"В, С, М";"Концентрация, вплоть до 1 минуты";"(веточка дерева, в которое ударила молния)Луч потрескивающей синеватой энергии устремляется к существу в пределах дистанции, формируя между вами и целью непрерывный дуговой разряд. Совершите дальнобойную атаку заклинанием по этому существу. При попадании цель получает урон электричеством 1к12, и пока заклинание активно, вы можете в каждый свой ход действием автоматически причинять цели урон электричеством 1к12. Это заклинание оканчивается, если вы действием сделаете что-то иное. Заклинание также оканчивается, если цель окажется за пределами дистанции заклинания или получит от вас полное укрытие.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2-го уровня или выше, первичный урон увеличивается на 1к12 за каждый уровень ячейки выше первого.<br>";"волшебник"
0c006e0e-8c14-4e2b-8ba7-8533ba11edde;"7";"Великолепный особняк Морденкайнена [Mordenkainen’s magnificent mansion]";"7 круг, вызов";"1 минута";"300 футов";"В, С, М";"24 часа";"(миниатюрная дверь из слоновой кости, кусочек полированного мрамора и крошечная серебряная ложка, каждый предмет должен стоить как минимум 5 зм)Вы создаёте межпространственное жилище в пределах дистанции, существующее, пока заклинание активно. Вы выбираете, где будет находиться единственный вход. Вход слабо светится";"волшебник"
53956138-7cb3-46bd-9521-0b8017e17ad2;"4";"Верный пёс Морденкайнена [Mordenkainen’s faithful hound]";"4 круг, вызов";"1 действие";"30 футов";"В, С, М";"8 часов";"(крошечный серебряный свисток, кусочек кости и нитка)Вы создаёте призрачного сторожевого пса в свободном пространстве, видимом в пределах дистанции, где он и остаётся на время длительности заклинания, пока вы не отпустите его действием, или пока вы не отойдете от него более чем на 100 футов.<br>
Пёс невидим для всех существо кроме вас, и ему нельзя причинить вред. Если в пределах 30 футов от него оказывается существо с размером Маленькое или больше, не произнося при этом пароль, указанный вами при накладывании этого заклинания, пёс начинает громко лаять. Пёс видит невидимых существ и его зрение простирается на Эфирный План. Он игнорирует иллюзии.<br>
В начале каждого вашего хода пёс пытается укусить одно существо в пределах 5 футов от себя, враждебное вам. Бонус атаки пса равен вашему модификатору базовой характеристики + ваш бонус мастерства. При попадании он причиняет колющий урон 4к8.<br>";"волшебник"
402f0022-3c1a-4ea5-8efe-41214dfc57b4;"2";"Вечный огонь [Continual flame]";"2 круг, воплощение";"1 действие";"Касание";"В, С, М";"Пока не рассеется";"(порошок рубина на 50 зм, расходуемый заклинанием)Из предмета, которого вы касаетесь, исходит пламя, эквивалентное по яркости пламени факела. Эффект выглядит как обычное пламя, но не создает тепла и не использует кислород. Вечный огонь можно накрыть или спрятать, но не потушить.<br>";"волшебник"
